,time,accX,accY,accZ,gyrX,gyrY,gyrZ
2672,1517,4268,13264,5604,-907,-2651,-56
2673,1521,4628,13292,5776,-758,-2568,-194
2674,1524,4972,13260,5952,-643,-2348,-336
2675,1528,5260,13324,5932,-519,-2125,-533
2676,1531,5648,13412,5924,-416,-1836,-689
2677,1534,6040,13324,6020,-309,-1572,-829
2678,1538,6004,13308,5944,-217,-1430,-943
2679,1541,6064,13312,6160,-176,-1300,-957
2680,1544,5836,13260,6236,-136,-1224,-993
2681,1548,5800,13300,6344,-124,-1143,-1111
2682,1551,5812,13028,6172,-58,-946,-1235
2683,1561,5092,12916,5980,-35,-289,-1740
2684,1564,5092,12636,5940,13,-173,-1878
2685,1568,4872,12436,5968,107,-119,-2067
2686,1571,4820,12524,6024,172,-30,-2186
2687,1574,4580,12860,6016,214,110,-2265
2688,1578,4316,13020,5948,169,294,-2340
2689,1581,4104,13364,5912,121,380,-2464
2690,1584,3908,13576,5872,27,406,-2573
2691,1588,3284,13828,5844,-62,219,-2625
2692,1591,3232,13764,5848,-140,82,-2665
2693,1594,3264,13736,5972,-201,-8,-2679
2694,1597,3124,13720,5848,-306,20,-2683
2695,1602,3068,13388,5752,-379,-23,-2656
2696,1605,3076,13176,5768,-387,-22,-2577
2697,1614,2416,13268,6548,131,0,-1832
2698,1617,1908,13224,6984,559,-358,-1297
2699,1621,764,15436,8188,1072,-876,-471
2700,1624,2240,15268,6712,1423,-1707,-165
2701,1627,2400,14664,5624,1406,-1864,-118
2702,1631,1956,14468,5860,1539,-2056,56
2703,1634,2052,14248,5536,1552,-2329,251
2704,1637,2648,14012,5240,1459,-2449,387
2705,1641,2960,13552,5128,1376,-2499,453
2706,1645,3292,13420,4940,1300,-2473,463
2707,1648,3536,13512,5096,1240,-2445,462
2708,1651,3700,13680,4912,1167,-2160,472
2709,1655,3084,13816,4924,1075,-2066,482
2710,1658,2732,13904,5360,974,-2276,566
2711,1667,4232,13896,5224,764,-2122,583
2712,1670,4516,13748,5248,712,-1964,503
2713,1674,4232,13600,5764,705,-1770,422
2714,1677,4064,13608,5888,741,-1714,335
2715,1680,4120,13576,6028,761,-1711,307
2716,1684,4232,13780,5728,774,-1746,216
