time,accX,accY,accZ,gyrX,gyrY,gyrZ
1159,2904,12688,7008,-531,-1531,-968
1162,2620,12736,7056,-341,-1295,-1045
1167,2668,12712,6864,-194,-1057,-1084
1170,2820,13028,6660,-143,-825,-1141
1174,2480,13188,6524,-116,-727,-1192
1177,2164,13260,6476,-99,-664,-1178
1180,2076,13196,6612,58,-550,-1236
1187,2104,12812,6648,356,-547,-1401
1190,1920,12840,6364,505,-588,-1410
1194,1768,12904,6384,563,-548,-1391
1197,1608,13008,6384,596,-425,-1302
1200,1640,12832,6460,674,-307,-1187
1204,1728,12608,6488,843,-297,-1116
1208,1684,12464,6632,1045,-181,-1103
1211,1864,12600,6624,1241,27,-1126
1215,1852,12852,6432,1382,168,-1171
1218,1700,13148,6280,1491,179,-1300
1221,1504,13448,6112,1557,201,-1398
1225,1444,13464,6036,1611,217,-1491
1228,1244,13452,6000,1682,192,-1552
1231,1012,13384,5832,1739,100,-1601
1238,884,13264,5992,1876,-46,-1649
1242,-604,15012,6004,1933,-95,-1416
1245,-2340,16168,5516,1834,-577,-699
1249,-584,16720,5168,1603,-1004,-204
1253,-340,16404,5232,1369,-1256,66
1256,884,15228,4812,1127,-1560,78
1259,112,14652,5568,1094,-1642,190
1262,-232,13840,5716,1117,-1869,409
1266,-240,13556,5428,1176,-2096,654
1269,272,13816,5128,1129,-2174,820
1272,416,14124,4648,1030,-2281,983
1276,548,14236,4432,888,-2369,1063
1279,372,14348,4712,717,-2522,1200
1282,732,14304,5020,642,-2664,1293
1306,2268,13984,5520,481,-2368,1100
1310,2480,13944,5620,464,-2369,897
1313,2436,14020,5476,460,-2363,702
1316,2568,14000,5536,477,-2245,509
1320,4320,14168,5304,452,-2268,45
1323,6796,14448,5136,422,-2104,-701
1326,5132,14524,3900,283,-1222,-1951
1330,664,13752,6152,393,-1644,-1547
1334,588,14084,4992,403,-1320,-1607
1337,2768,14300,5280,555,-1672,-2127
1341,1932,13564,5800,497,-1412,-1968
1344,3288,14012,6580,641,-1379,-1939
1347,1868,14032,6456,627,-1382,-1588
1354,3684,13872,6076,631,-1363,-1237
1358,-560,13700,5976,463,-1128,-509
1361,3684,14052,5256,559,-936,-915
1364,1440,13896,4804,584,-834,-1176
1368,1180,14488,5800,586,-1046,-1017
1371,3180,15164,4260,793,-538,-2363
1374,-2452,14112,3844,658,-775,-2162
1379,-696,14364,5428,617,-1104,-1708
1382,284,14224,3300,714,-710,-2331
1385,904,13676,4148,714,-638,-2477
1389,-752,13672,5140,519,-494,-1874
1392,4412,14396,5628,749,-343,-2454
1395,-2720,12448,4524,468,-167,-1653
1399,4360,14772,6564,728,-306,-1828
1406,624,14284,4728,574,527,-1679
1409,-132,13480,4184,515,881,-1479
1412,616,13148,3764,603,921,-1527
1415,-736,13644,5568,539,413,-949
1420,104,13484,4112,539,641,-940
1423,2616,14004,6036,623,516,-872
1426,552,13244,3968,568,528,-689
1429,1868,13712,4800,819,281,-783
1433,624,14864,6244,860,162,-646
1436,760,15284,7124,887,-289,-387
1439,2748,15640,8060,1027,-203,-337
1442,900,14264,5960,760,-130,-148
1446,-484,12572,3612,688,-85,-26
1449,1940,12944,4072,979,55,-162
1452,1548,14124,6360,832,-64,104
1459,2112,14804,6136,1041,184,88
1463,1152,14980,6172,1041,-182,137
1466,916,14536,5800,999,-192,266
1469,1504,14740,5960,1100,-282,280
1473,1068,14556,5636,588,-296,496
1476,2908,13192,3704,1380,-136,-19
1479,884,13676,4976,556,-138,400
1482,4072,15280,6836,1084,206,112
1486,460,13228,3888,920,51,51
1489,1252,13416,4712,797,-95,142
1492,2260,14756,6328,1094,-131,20
1495,1116,14092,4964,825,-106,42
1499,2164,13364,4508,1009,107,-30
1502,3252,14348,6484,999,363,-85
1506,2244,13796,5132,631,552,-106
1513,2436,13268,5220,684,783,-201
1516,1536,14472,6096,909,774,-176
1519,1884,16276,8580,862,583,-112
1523,1452,14996,5888,833,593,-66
1526,2476,14792,5396,712,676,-133
1529,1168,15252,7032,992,994,-54
1532,1580,14820,5676,814,949,13
1535,620,12716,3216,994,951,70
1539,1600,12636,2248,575,771,121
1542,992,14140,5952,980,1049,246
1545,828,13080,3752,886,694,340
1549,1344,16116,7588,1191,1088,396
1552,1056,14120,5472,923,960,491
1556,2088,15188,6428,758,1173,417
1559,364,11956,2296,916,1020,521
1566,636,14264,5248,658,1367,588
1569,216,15516,7664,778,1443,686
1572,-2156,15060,6856,1084,889,1234
1575,1444,13888,4608,573,572,1035
1579,1612,15132,5864,616,761,1014
1582,960,14656,5916,945,596,1237
1585,1388,15176,6500,701,595,1113
1588,1860,14124,4972,692,503,1127
1593,96,13136,4440,808,267,1206
1596,444,15856,7640,1002,628,1262
1599,1360,13492,3828,733,141,1341
1602,1404,12872,3044,764,321,1369
1606,1576,12492,2388,960,180,1572
1609,3532,14976,5472,474,956,995
1612,2260,12852,2676,732,713,1422
1619,900,13200,3648,560,949,1270
1622,3360,13892,3944,119,1122,816
1625,-888,13844,5632,580,1094,1372
1629,1776,15024,5872,377,1374,1022
1633,2092,15036,6208,467,1459,1151
1636,2368,14368,5036,412,1538,1093
1640,1504,14820,5868,412,1539,1072
1643,2916,13656,3548,310,1385,945
1646,2624,13612,4208,408,1285,1139
1649,992,13844,5200,343,1592,947
1653,1452,14712,5556,419,1752,944
1656,988,14448,5344,537,1547,1276
1659,2504,13812,4140,383,1277,1137
1662,1008,13776,4864,476,1371,1174
1669,200,13696,4208,516,1256,1381
1673,-736,15012,5852,542,1196,1540
1677,-812,14656,6624,666,1010,1889
1680,5520,13636,2956,157,983,1079
1683,-1584,13688,5432,391,1265,1544
1687,1844,13724,3976,417,1275,1594
1690,2968,14048,4132,237,1229,1294
1693,2524,13856,3908,151,1535,1125
1697,3072,13168,3784,114,1416,1246
1700,2216,13996,4036,-159,2040,591
1703,980,13924,4544,-29,2201,1139
1706,640,14064,4612,205,1973,1847
1710,4596,13292,3128,-116,1604,1221
1713,-964,13696,5008,90,1980,2267
1737,1268,14516,5712,-533,2741,1635
1740,6364,14048,4448,-684,2817,879
1744,2872,13976,4980,-773,3290,448
1747,-2412,13976,5852,-680,3572,1158
1750,-908,13748,5788,-490,2817,1638
1754,3828,13852,5312,-506,2677,1118
1757,-1112,14520,5456,-471,3575,1005
1761,3036,14412,5712,-294,3238,1264
1765,1976,13656,6068,-99,2236,1781
1768,1396,14084,4964,-120,2597,1734
1771,7508,14300,4484,-128,2734,705
1774,-4828,13944,5896,-82,2751,1490
1778,508,14156,5384,56,2541,1657
1781,3052,14120,5424,79,1995,1477
1788,2344,14012,5536,-21,2209,1243
1791,2880,14412,3776,-52,2524,272
1795,6780,14332,4924,-51,2656,-355
1798,2560,14108,5980,-136,2588,50
1801,-852,13768,5320,-225,1831,904
1805,3096,13720,5184,-323,2205,825
1809,1140,14036,5008,-415,2803,781
1812,-684,13612,6072,-669,2348,1743
1815,-4,14144,4552,-698,2490,1636
1819,5160,14112,4024,-615,2902,909
1822,536,14036,5440,-666,2675,1157
1825,-464,14344,3488,-683,2638,493
1828,-1128,13964,4500,-833,2375,1160
1832,672,14104,5280,-880,2449,1574
1835,-360,14184,3948,-995,2801,1251
1842,3672,14568,4964,-822,2787,824
1846,3028,14388,6232,-759,2459,681
1850,1448,14208,4172,-736,2386,330
1853,2708,14960,6884,-666,1689,261
1856,-1652,14020,3920,-877,1716,71
1859,1676,14280,6648,-686,1396,306
1863,92,14604,4304,-768,1651,139
1866,544,13804,5852,-777,1274,662
1869,2308,13944,5476,-720,1514,445
1873,1868,14796,5404,-516,1659,109
1876,1876,14080,5100,-561,1354,167
1879,-88,14272,3488,-584,1404,90
1882,904,14068,5344,-582,1245,211
1886,1692,14056,5116,-504,1513,144
1893,1428,13808,5104,-437,1275,272
1897,-492,15124,5016,-454,791,387
1900,1040,14872,5012,-444,699,290
1903,-564,14824,4556,-459,445,404
1906,-1212,13832,4588,-749,37,690
1910,-432,13636,2560,-608,20,499
1913,-1224,13940,4656,-734,-336,805
1916,-1752,13376,3432,-1016,-554,1229
1920,3872,14680,5032,-659,77,577
1923,2396,15000,5076,-645,192,345
1926,-2052,14136,2460,-941,-176,523
1930,2184,14136,6272,-708,-276,429
1934,1292,14444,5720,-821,-114,440
1937,2892,14052,6372,-820,151,556
1944,1300,15044,5988,-684,27,426
1947,-380,13824,4404,-1086,-537,686
1950,1548,14608,6620,-1010,-733,891
1954,1084,13924,3776,-1103,-574,760
1957,1268,13624,5312,-999,-827,748
1960,2812,14328,7760,-1075,-1203,1056
1964,2820,14868,5364,-894,-1057,560
1967,1468,14448,5580,-806,-1427,451
1970,3564,14720,7632,-605,-1419,325
1975,-356,14580,4572,-648,-1800,294
1978,-1492,13396,2476,-667,-1852,75
1981,3212,14568,7588,3,-1716,-292
1985,-900,13816,3416,-196,-2115,-215
1988,32,14744,5420,-79,-2438,-87
1995,740,14676,4624,353,-2041,-326
1998,1080,14456,4596,385,-1983,-349
2001,1232,14108,3776,27,-2176,-248
2005,-644,12380,-680,-1314,-2482,182
2008,4008,14592,6396,-390,-1027,-491
2011,1240,14516,2908,-1375,-1217,-144
2015,2824,14816,6804,-1154,-1025,-313
2019,3248,17480,8144,-1296,-1145,-290
2023,-1608,14208,3772,-851,-1274,-302
2026,-1280,13572,4856,-901,-1886,9
2029,1892,15204,8216,-435,-2063,78
2033,-520,14164,4504,-278,-2174,150
2036,1352,14400,3808,-782,-2265,294
2039,2724,13032,4208,-1079,-1980,127
2046,2864,13828,8656,-727,-827,-327
2050,860,14652,6744,-977,-1612,-112
2053,80,14768,3700,-1406,-2365,81
2056,2468,14468,9760,-166,-2054,-190
2061,-708,13664,2980,-804,-3164,155
2064,2188,13980,1572,-1885,-3632,155
2067,184,13840,7060,-471,-2761,-135
2071,676,14048,3748,-1482,-3271,23
2074,4452,13488,6748,-1249,-2193,-143
2077,3488,16272,10828,-43,-1345,-264
2081,512,14304,-848,-1225,-2063,-136
2084,5924,14472,3716,-2066,-1281,-448
2087,2232,13880,8484,-629,-135,-767
2091,84,13956,4696,-809,-452,-645
2098,2564,14236,4048,-1370,-414,-706
2102,240,13352,2280,-932,40,-812
2105,2620,14744,7668,-778,447,-757
2108,1384,15472,6424,-804,35,-730
2112,1804,14244,4576,-1098,33,-713
2115,2540,15048,5592,-1211,273,-774
2118,816,13016,5564,-915,449,-850
2122,2416,15020,7124,-1162,380,-626
2125,432,14792,7252,-578,350,-678
2128,-272,14524,4232,-904,-170,-397
2132,-336,12908,3068,-1015,-574,-339
2135,1756,13620,3512,-1611,-655,-271
2138,3260,13108,7288,-1069,-38,-534
2142,356,13412,5740,-749,22,-494
2166,548,13440,3532,-982,-460,-121
2169,8,13576,7412,337,52,-408
2172,-1072,14504,3052,-703,-840,156
2175,3368,15380,6672,-936,-509,78
2179,1584,15016,7028,-665,-346,13
2182,-2036,13532,4432,-260,-364,45
2185,-408,13972,2856,-1211,-1242,488
2189,1472,14544,7708,-367,-945,298
2193,-424,14000,6108,56,-1232,441
2196,-88,13248,1988,-570,-1734,680
2199,3124,13888,5884,-691,-1636,485
2203,4412,12980,3452,-1666,-1410,210
2206,2380,15580,11276,-354,-396,41
2209,-1100,15468,7492,-308,-1231,293
2216,1064,13808,2480,-320,-2134,553
2220,3244,15092,5560,-228,-1403,422
2223,1756,14404,5240,-228,-1413,380
2226,1812,14636,5416,-103,-1055,374
2231,1568,13900,3504,-295,-1105,383
2234,1640,14152,5076,-139,-899,397
2237,1380,13988,4844,-196,-1034,383
2241,1216,14224,5020,-168,-978,447
2244,1112,14100,4904,-138,-1034,495
2247,1656,14128,4480,-261,-871,555
2251,1780,14092,4672,-333,-727,485
2254,1840,13904,4984,-352,-594,472
2257,1544,14068,5228,-385,-500,435
2260,1584,13940,5176,-376,-446,476
2267,1344,13920,5436,-346,-420,516
2271,1300,14044,5372,-319,-473,554
2275,1324,13984,5436,-325,-538,578
2278,1536,13980,5352,-301,-631,569
2281,1660,13976,5448,-272,-683,542
2285,1596,13960,5332,-266,-723,556
2288,1612,13972,5224,-264,-805,545
2291,1680,14028,5196,-260,-769,562
2295,1772,14068,4996,-311,-728,531
2298,1712,14036,4976,-323,-659,510
2301,1604,13952,5232,-326,-637,529
2305,1484,14020,5288,-344,-586,554
2308,1592,14120,5456,-323,-504,562
2311,1756,14020,5128,-340,-402,551
2319,1704,14080,5312,-333,-228,529
2322,1764,13932,5180,-357,-155,499
2326,2072,14056,4952,-368,24,505
2329,2076,14124,4928,-430,81,435
2332,1740,13992,5340,-410,130,406
2335,1304,13964,5572,-389,91,416
2338,1416,13996,5628,-359,119,460
2342,1708,14104,5420,-350,193,480
2345,1628,14052,5244,-344,271,502
2348,1548,14024,5248,-348,237,503
2351,1308,13980,5344,-340,295,533
2355,1288,13952,5232,-350,214,577
2359,1392,14000,5408,-352,98,607
2362,1364,13932,5448,-334,11,611
2365,1372,13992,5540,-310,-80,675
2372,1788,13976,5428,-244,-167,685
2376,1900,13980,5592,-214,-233,634
2379,2040,14020,5528,-174,-246,598
2382,2308,13784,5484,-109,-207,541
2385,2780,13916,5404,-138,-7,448
2389,3000,13960,5504,-123,231,244
2392,2660,13948,5520,-83,418,136
2395,2412,14008,5728,-11,536,58
2398,2268,13856,5652,14,651,-20
2402,2436,14004,5532,34,840,-84
2406,2308,14060,5484,53,885,-166
2409,2028,14012,5316,49,975,-214
2412,1668,14016,5320,49,1009,-224
2415,1532,14040,5368,65,1024,-210
2419,1376,14048,5096,29,1018,-174
2425,1304,14084,4848,-68,989,-82
2429,1352,14044,4720,-148,946,-41
2432,1392,14044,4644,-240,815,1
2435,912,14016,4612,-337,560,16
2438,400,14100,5024,-360,187,146
2441,568,13960,5528,-337,-73,241
2446,1272,13924,5596,-322,-227,306
2449,1684,14004,5556,-258,-360,278
2452,2016,13976,5844,-206,-415,269
2456,2056,14060,5544,-168,-433,218
2459,1884,13960,5428,-148,-485,207
2462,1536,14024,5312,-112,-532,163
2465,1508,13940,5328,-106,-597,207
2469,1512,13908,5100,-136,-680,196
2476,1440,13956,5012,-215,-797,244
2479,1520,14080,5068,-266,-842,281
2482,1600,14060,5144,-281,-896,308
2486,1804,14012,5108,-285,-848,301
2490,1976,14048,5196,-318,-707,258
2493,2048,14032,5196,-316,-519,222
2496,1788,13992,5288,-291,-522,233
2500,1996,14056,5276,-290,-466,187
2503,2476,14048,5404,-271,-407,95
2506,2524,13992,5604,-215,-264,-21
2509,2376,14040,5752,-158,-207,-90
2513,2296,14068,5628,-101,-58,-145
2516,2108,13972,5408,-87,19,-212
2519,1944,13944,5072,-87,56,-240
2522,1600,13968,5112,-97,18,-251
2530,1512,13936,5064,-177,-32,-212
2534,1392,14028,5044,-215,-69,-196
2537,1364,14108,4916,-215,-130,-144
2540,1356,14024,5028,-264,-155,-101
2544,1316,14040,5036,-310,-192,-54
2547,1216,14100,5084,-324,-197,9
2550,1228,14072,5004,-357,-224,50
2553,1400,14012,4948,-341,-213,112
2557,1424,14000,4992,-383,-225,144
2560,1576,14040,5148,-393,-200,178
2563,1608,14012,5216,-405,-147,174
2566,1880,14004,5364,-393,-19,173
2570,1904,14012,5452,-379,39,173
2574,1928,14080,5368,-342,117,160
2597,1284,13988,5040,-315,116,264
2600,1348,14056,5200,-335,91,288
2603,1416,14068,5336,-320,80,316
2607,1632,14040,5284,-307,124,337
2610,1968,13884,5188,-288,228,313
2614,1892,14048,5380,-278,290,278
2617,1876,14048,5372,-268,363,268
2621,1680,14116,5436,-216,412,251
2624,1580,13980,5324,-217,391,277
